Social Media,Favorite song,Calories,Coffees,USERID
124.37,Camila_Cabello-Havana,327.95,14.35,100504
124.51,ACDC-ThunderStruck,370.8,8.14,100505
117.4,Ed_Sheeran-Perfect,516.2,4.47,100506
117.92,Rage_Against_The_Machine-Testify,350.84,16.33,100507
119.68,Other,454.48,8.62,100508
117.27,Ed_Sheeran-Perfect,375.64,8.03,100509
120.39,Ed_Sheeran-Perfect,333.95,9.2,100510
120.17,Camila_Cabello-Havana,335.82,14.18,100511
114.93,Ed_Sheeran-Perfect,555.23,3.33,100512
120.02,Camila_Cabello-Havana,463.2,10.82,100513
120.29,Rage_Against_The_Machine-Testify,5.5,25.12,100514
118.2,Other,295.03,12.49,100515
123.87,ACDC-ThunderStruck,476.3,5.37,100516
119.06,Camila_Cabello-Havana,350.09,13.95,100517
119.92,Ed_Sheeran-Perfect,587.59,2.58,100518
115.25,Drake-Gods_Plan,462.15,8.37,100519
123.97,Ed_Sheeran-Perfect,388.82,15.23,100520
124.06,Ed_Sheeran-Perfect,581.44,2.75,100521
122.77,Rage_Against_The_Machine-Testify,432.49,9.06,100522
118.39,Camila_Cabello-Havana,203.79,17.51,100523
118.43,ACDC-ThunderStruck,400.37,7.21,100524
120.76,Drake-Gods_Plan,343.3,8.66,100525
120.07,Drake-Gods_Plan,210.24,19.76,100526
118.36,Drake-Gods_Plan,230.99,14.31,100527
115.89,Camila_Cabello-Havana,402.41,12.44,100528
122.07,Camila_Cabello-Havana,576.02,7.98,100529
117.63,Other,397.56,12.65,100530
119.77,Drake-Gods_Plan,338.32,11.56,100531
125.12,Other,368.41,10.75,100532
119.99,Ed_Sheeran-Perfect,346.81,8.84,100533
120.44,ACDC-ThunderStruck,324.5,11.85,100534
120.32,Ed_Sheeran-Perfect,417.38,6.96,100535
115.68,Camila_Cabello-Havana,426.35,6.81,100536
123.4,Other,352.21,13.64,100537
118.38,Ed_Sheeran-Perfect,383.61,10.27,100538
117.03,Mozart-Die_Zauberflote,413,12.04,100539
118.95,Ed_Sheeran-Perfect,431.98,6.56,100540
120.28,Drake-Gods_Plan,338.03,11.59,100541
124.55,Ed_Sheeran-Perfect,527.08,4.13,100542
116.29,Drake-Gods_Plan,297.05,12.52,100543
119.49,Camila_Cabello-Havana,421.96,12.02,100544
116.41,ACDC-ThunderStruck,394.57,12.62,100545
117.02,Camila_Cabello-Havana,311.59,14.85,100546
119.17,ACDC-ThunderStruck,227.24,11.76,100547
123.4,Rage_Against_The_Machine-Testify,344.82,16.2,100548
123.27,Mozart-Die_Zauberflote,227.43,16.9,100549
120.06,ACDC-ThunderStruck,625.28,1.64,100550
125.72,Camila_Cabello-Havana,501.16,9.87,100551
115.61,Mozart-Die_Zauberflote,233.72,11.61,100552
127.65,Mozart-Die_Zauberflote,236.97,14.08,100553
117.82,Rage_Against_The_Machine-Testify,461.54,5.8,100554
120.03,ACDC-ThunderStruck,240.03,11.51,100555
116.42,Drake-Gods_Plan,586.71,5.01,100556
117.65,Other,418.69,9.5,100557
117.17,ACDC-ThunderStruck,342.56,13.97,100558
125.02,Camila_Cabello-Havana,427.21,11.81,100559
118.82,Drake-Gods_Plan,356.03,10.96,100560
115.55,Camila_Cabello-Havana,325.85,14.34,100561
124.23,ACDC-ThunderStruck,452.15,8.65,100562
118.22,Rage_Against_The_Machine-Testify,352.99,16.14,100563
121.99,Mozart-Die_Zauberflote,430.1,11.61,100564
116.1,Camila_Cabello-Havana,369.11,8.29,100565
116.9,Other,406.38,9.77,100566
116.67,Camila_Cabello-Havana,239.4,16.61,100567
117.7,Other,289.44,12.59,100568
121.82,Camila_Cabello-Havana,255.23,16.14,100569
117.45,Drake-Gods_Plan,251.41,13.77,100570
120.7,Drake-Gods_Plan,457.44,8.4,100571
118.45,Drake-Gods_Plan,437.56,8.98,100572
118.1,Ed_Sheeran-Perfect,308.03,9.77,100573
117.98,Rage_Against_The_Machine-Testify,371.12,8.15,100574
122.57,Camila_Cabello-Havana,275.78,13.16,100575
115.48,Rage_Against_The_Machine-Testify,222.9,19.7,100576
119.47,Ed_Sheeran-Perfect,411.56,7.04,100577
115.82,Rage_Against_The_Machine-Testify,465.77,10.77,100578
123.02,Mozart-Die_Zauberflote,286.89,12.77,100579
121.04,Ed_Sheeran-Perfect,260.34,10.87,100580
123.38,Ed_Sheeran-Perfect,389.82,7.56,100581
122.31,Ed_Sheeran-Perfect,358.84,8.31,100582
121.99,Ed_Sheeran-Perfect,296.1,9.93,100583
124.74,Drake-Gods_Plan,388.95,10.27,100584
129.16,Rage_Against_The_Machine-Testify,317.04,17.12,100585
120.58,ACDC-ThunderStruck,435.54,14.09,100586
117.34,Camila_Cabello-Havana,337.43,13.98,100587
119.7,ACDC-ThunderStruck,383.05,7.79,100588
121.28,Ed_Sheeran-Perfect,512.71,4.66,100589
117.75,ACDC-ThunderStruck,505.21,9.94,100590
116.35,Rage_Against_The_Machine-Testify,269.01,18.46,100591
118.67,Drake-Gods_Plan,378.91,10.5,100592
121.32,Ed_Sheeran-Perfect,475.51,5.47,100593
121.58,Rage_Against_The_Machine-Testify,469.95,13.17,100594
118.3,Ed_Sheeran-Perfect,441.09,6.36,100595
122.4,Drake-Gods_Plan,520.71,4.31,100596
123.57,Other,403.25,9.89,100597
127.35,Camila_Cabello-Havana,405.36,9.88,100598
117,Rage_Against_The_Machine-Testify,396.36,7.45,100599
119.46,Ed_Sheeran-Perfect,223.06,11.68,100600
120.04,Drake-Gods_Plan,530.49,6.57,100601
118.95,Camila_Cabello-Havana,434.21,6.52,100602
119.62,Drake-Gods_Plan,262.94,15.97,100603
124.5,Rage_Against_The_Machine-Testify,456.76,11.17,100604
124.56,Ed_Sheeran-Perfect,367.52,8.45,100605
118.56,Camila_Cabello-Havana,468.32,10.64,100606
125.85,Drake-Gods_Plan,369.12,10.75,100607
126.72,Ed_Sheeran-Perfect,473.46,5.5,100608
118.6,Camila_Cabello-Havana,333.52,13.99,100609
115.91,Mozart-Die_Zauberflote,284.84,15.44,100610
127.97,Mozart-Die_Zauberflote,470.8,10.64,100611
118.47,Drake-Gods_Plan,481.85,7.78,100612
120.89,Rage_Against_The_Machine-Testify,226.88,16.86,100613
116.74,ACDC-ThunderStruck,313.87,9.52,100614
119.95,Drake-Gods_Plan,425.62,9.26,100615
118.03,Mozart-Die_Zauberflote,358.46,8.4,100616
117.03,Ed_Sheeran-Perfect,328.59,9.15,100617
119.42,Mozart-Die_Zauberflote,299.08,15.12,100618
121.5,Ed_Sheeran-Perfect,424.88,6.84,100619
116.11,Mozart-Die_Zauberflote,292.9,15.17,100620
115.93,Ed_Sheeran-Perfect,493.83,4.88,100621
121.98,ACDC-ThunderStruck,297.98,17.65,100622
122.11,ACDC-ThunderStruck,435.88,11.62,100623
117.83,Mozart-Die_Zauberflote,507.35,7.31,100624
124.42,ACDC-ThunderStruck,473.54,5.37,100625
118.79,Ed_Sheeran-Perfect,186.12,17.86,100626
121.63,Drake-Gods_Plan,312.73,12.14,100627
119.78,Rage_Against_The_Machine-Testify,245.16,18.95,100628
117.05,Rage_Against_The_Machine-Testify,271.16,18.33,100629
119.36,Ed_Sheeran-Perfect,576.37,5.47,100630
121.3,Rage_Against_The_Machine-Testify,488.66,10.35,100631
118.93,ACDC-ThunderStruck,457.65,5.91,100632
120.13,Camila_Cabello-Havana,260.39,15.99,100633
123.2,Ed_Sheeran-Perfect,271.94,15.7,100634
117.11,ACDC-ThunderStruck,561.03,3.34,100635
116.31,Drake-Gods_Plan,523.04,4.13,100636
119.18,Camila_Cabello-Havana,563.07,8.38,100637
115.54,Ed_Sheeran-Perfect,347.69,8.67,100638
115.08,Drake-Gods_Plan,318.77,9.31,100639
119.08,Mozart-Die_Zauberflote,237.69,16.61,100640
119.98,Ed_Sheeran-Perfect,280.63,10.42,100641
119.98,Camila_Cabello-Havana,404.06,9.79,100642
117.71,Camila_Cabello-Havana,455.54,8.54,100643
117.73,ACDC-ThunderStruck,314.22,9.45,100644
117.8,Drake-Gods_Plan,415.6,9.6,100645
122.02,Camila_Cabello-Havana,424.17,11.85,100646
114.12,Drake-Gods_Plan,392.23,15.33,100647
126.51,Ed_Sheeran-Perfect,554.38,8.51,100648
121.65,Camila_Cabello-Havana,413.66,12.2,100649
118.47,Other,353.01,16.09,100650
117.32,ACDC-ThunderStruck,453.15,5.96,100651
118.54,Rage_Against_The_Machine-Testify,347.4,16.27,100652
119.05,Other,142.54,16.43,100653
120.45,Rage_Against_The_Machine-Testify,309.01,17.35,100654
120.31,Camila_Cabello-Havana,387.63,12.91,100655
120.92,Other,358.55,11.09,100656
125.9,Camila_Cabello-Havana,345.69,8.73,100657
117.6,Drake-Gods_Plan,185.34,15.37,100658
119.4,ACDC-ThunderStruck,490.91,4.99,100659
120.38,Drake-Gods_Plan,351.45,16.14,100660
120.34,Drake-Gods_Plan,233.14,14.12,100661
117.49,Rage_Against_The_Machine-Testify,352.76,16.29,100662
124.12,Drake-Gods_Plan,403.45,9.92,100663
120.78,Other,502.94,7.36,100664
115.71,Drake-Gods_Plan,459.21,8.4,100665
116.7,Camila_Cabello-Havana,322.1,14.36,100666
121.01,ACDC-ThunderStruck,487.14,10.33,100667
116.97,Ed_Sheeran-Perfect,383,7.87,100668
118.54,ACDC-ThunderStruck,300.93,9.99,100669
115.62,Ed_Sheeran-Perfect,570.66,2.98,100670
116.86,Camila_Cabello-Havana,326.88,14.21,100671
116.67,Camila_Cabello-Havana,636.03,6.45,100672
124.42,Camila_Cabello-Havana,522.16,9.42,100673
125.65,Drake-Gods_Plan,382.81,10.51,100674
125.97,Drake-Gods_Plan,494.17,7.47,100675
118,Other,378.94,10.44,100676
116.16,Ed_Sheeran-Perfect,504.87,4.77,100677
118.56,Ed_Sheeran-Perfect,237.42,11.51,100678
123.53,Drake-Gods_Plan,375.91,13.08,100679
119.36,Rage_Against_The_Machine-Testify,363.64,11,100680
118.43,Mozart-Die_Zauberflote,312.87,17.19,100681
120.67,Ed_Sheeran-Perfect,450.29,6.11,100682
122.91,Mozart-Die_Zauberflote,334.58,14.16,100683
115.34,Rage_Against_The_Machine-Testify,469.6,10.61,100684
121.2,ACDC-ThunderStruck,519.66,12.06,100685
122.22,Camila_Cabello-Havana,567.62,5.64,100686
119.49,Other,458.74,10.8,100687
132.3,Camila_Cabello-Havana,277.48,13.1,100688
119.63,Ed_Sheeran-Perfect,510.11,4.59,100689
119.46,Ed_Sheeran-Perfect,402.62,7.29,100690
118.46,Camila_Cabello-Havana,256.8,16.15,100691
116.76,Other,498.63,7.55,100692
122.52,Other,419.23,9.56,100693
119.92,Ed_Sheeran-Perfect,173.98,13.28,100694
120.62,Rage_Against_The_Machine-Testify,298.82,17.48,100695
121.48,ACDC-ThunderStruck,335.02,9,100696
126.62,Mozart-Die_Zauberflote,190.49,20.34,100697
115.6,Ed_Sheeran-Perfect,439.92,8.95,100698
116.57,Ed_Sheeran-Perfect,381.28,7.97,100699
120.36,Camila_Cabello-Havana,432.77,6.61,100700
116.37,Rage_Against_The_Machine-Testify,509.03,4.6,100701
115.78,ACDC-ThunderStruck,205.7,12.38,100702
120.74,Other,310.84,12.15,100703
118.08,ACDC-ThunderStruck,432.55,8.94,100704
124.39,Drake-Gods_Plan,455.87,8.45,100705
122.04,Mozart-Die_Zauberflote,267.67,10.75,100706
118.63,Mozart-Die_Zauberflote,425.61,6.79,100707
120.66,Drake-Gods_Plan,507.49,7.25,100708
122.78,Other,502.2,4.72,100709
118.44,Drake-Gods_Plan,475.94,8.05,100710
115.03,Camila_Cabello-Havana,369.84,13.3,100711
121.09,Other,305.79,14.89,100712
121.64,Rage_Against_The_Machine-Testify,480.48,13.1,100713
117.52,Other,569.03,5.7,100714
117.97,Ed_Sheeran-Perfect,246.33,13.81,100715
120.63,Mozart-Die_Zauberflote,435.39,8.93,100716
118.4,Camila_Cabello-Havana,258.26,16.1,100717
121.85,Rage_Against_The_Machine-Testify,459.68,13.44,100718
118.5,Ed_Sheeran-Perfect,444.6,13.83,100719
116.11,Drake-Gods_Plan,315.44,9.61,100720
123.72,Drake-Gods_Plan,358.81,10.89,100721
120.19,Drake-Gods_Plan,327.11,11.85,100722
127.13,Drake-Gods_Plan,342.59,8.77,100723
119.01,Drake-Gods_Plan,245.47,13.95,100724
123.63,Other,342.3,11.48,100725
121.75,Drake-Gods_Plan,175.75,15.58,100726
118.95,ACDC-ThunderStruck,198.19,12.5,100727
120.37,Ed_Sheeran-Perfect,488,5.03,100728
122.45,Ed_Sheeran-Perfect,326.02,9.28,100729
114.59,Mozart-Die_Zauberflote,227.02,14.26,100730
117.47,Rage_Against_The_Machine-Testify,266.29,18.5,100731
116.42,Ed_Sheeran-Perfect,216.48,11.96,100732
119.16,Camila_Cabello-Havana,498.26,10.03,100733
122.69,Drake-Gods_Plan,478.64,7.9,100734
117.04,Mozart-Die_Zauberflote,424.29,11.85,100735
122.74,ACDC-ThunderStruck,363.04,8.36,100736
117.39,Drake-Gods_Plan,549.69,6.1,100737
116.64,Camila_Cabello-Havana,537.14,11.48,100738
117.71,Ed_Sheeran-Perfect,255.78,11.07,100739
124.09,Camila_Cabello-Havana,331.9,14.12,100740
117.72,Drake-Gods_Plan,272.54,10.51,100741
118.96,Rage_Against_The_Machine-Testify,593.69,2.35,100742
122.34,Drake-Gods_Plan,518.62,6.89,100743
117.14,Other,388.34,10.28,100744
117.91,Rage_Against_The_Machine-Testify,216.44,17.03,100745
118.34,Other,637.39,3.81,100746
119.38,Ed_Sheeran-Perfect,512.33,4.64,100747
117.69,Rage_Against_The_Machine-Testify,395.62,7.56,100748
120.84,Rage_Against_The_Machine-Testify,201.35,20.1,100749
120.81,Rage_Against_The_Machine-Testify,523.96,4.27,100750
119.78,Other,328.24,11.83,100751
118.06,Camila_Cabello-Havana,447.99,11.26,100752
120.96,Camila_Cabello-Havana,412.5,7.25,100753
118.7,Drake-Gods_Plan,432.37,9.21,100754
119.66,Ed_Sheeran-Perfect,469.2,5.72,100755
120.18,Mozart-Die_Zauberflote,512,9.66,100756
115.05,Drake-Gods_Plan,326.79,11.74,100757
121.94,Rage_Against_The_Machine-Testify,527.82,6.56,100758
117.4,Ed_Sheeran-Perfect,467.47,5.71,100759
121.34,ACDC-ThunderStruck,433.45,6.7,100760
115.78,Drake-Gods_Plan,598.21,4.8,100761
118.9,Other,344.15,11.35,100762
120.2,Camila_Cabello-Havana,434.11,11.68,100763
118.14,Camila_Cabello-Havana,372.33,13.16,100764
119.78,Camila_Cabello-Havana,356.53,13.66,100765
113.68,ACDC-ThunderStruck,521.86,6.86,100766
121,Rage_Against_The_Machine-Testify,436.46,11.63,100767
122.2,Other,375.6,10.52,100768
119.91,Ed_Sheeran-Perfect,545.34,3.69,100769
123.69,Ed_Sheeran-Perfect,420.54,12.05,100770
123.64,Camila_Cabello-Havana,469.93,5.59,100771
118.16,ACDC-ThunderStruck,302.49,9.82,100772
115.76,Camila_Cabello-Havana,315.59,14.63,100773
116.18,Drake-Gods_Plan,277.32,13.01,100774
118.88,Ed_Sheeran-Perfect,405.32,7.32,100775
117.9,Drake-Gods_Plan,494.11,7.62,100776
122.1,Camila_Cabello-Havana,525.82,9.22,100777
118.09,Drake-Gods_Plan,433.68,9.14,100778
116.14,Rage_Against_The_Machine-Testify,479.41,10.4,100779
115.91,ACDC-ThunderStruck,354.86,8.48,100780
119.9,ACDC-ThunderStruck,307.22,9.77,100781
121.32,Camila_Cabello-Havana,549.99,3.61,100782
119.85,Camila_Cabello-Havana,469.19,10.6,100783
115.68,Drake-Gods_Plan,288.97,12.75,100784
119.37,Other,502.7,7.26,100785
117.93,Ed_Sheeran-Perfect,447.83,6.17,100786
119.34,Camila_Cabello-Havana,201.47,17.28,100787
124.24,Ed_Sheeran-Perfect,344.06,8.8,100788
118.61,Rage_Against_The_Machine-Testify,451.6,13.68,100789
116.44,ACDC-ThunderStruck,434.8,6.41,100790
118.37,Other,611.97,4.62,100791
123.31,Drake-Gods_Plan,527.72,4.14,100792
116.64,Camila_Cabello-Havana,431.3,11.78,100793
119.72,Rage_Against_The_Machine-Testify,301.52,12.39,100794
117.34,Mozart-Die_Zauberflote,325.38,14.42,100795
116.73,ACDC-ThunderStruck,366.12,8.14,100796
126.11,Other,356.55,11.01,100797
116.95,Mozart-Die_Zauberflote,633.58,6.49,100798
118.95,Rage_Against_The_Machine-Testify,501.05,12.69,100799
123.55,Camila_Cabello-Havana,707.21,4.6,100800
114.92,Drake-Gods_Plan,351.57,11.13,100801
118.51,Mozart-Die_Zauberflote,342.48,11.48,100802
115.62,Rage_Against_The_Machine-Testify,285.41,17.99,100803
120.12,ACDC-ThunderStruck,426.05,6.68,100804
115.81,Camila_Cabello-Havana,278.12,15.59,100805
119.09,Drake-Gods_Plan,387.62,10.31,100806
119.03,Rage_Against_The_Machine-Testify,278.27,10.43,100807
115.84,Drake-Gods_Plan,430.74,6.67,100808
118.87,Rage_Against_The_Machine-Testify,351.52,8.74,100809
118.65,Ed_Sheeran-Perfect,347.48,8.69,100810
122.63,Drake-Gods_Plan,504.65,7.36,100811
118.94,Ed_Sheeran-Perfect,429.22,9.25,100812
123.78,Drake-Gods_Plan,206.69,15.08,100813
122.57,Ed_Sheeran-Perfect,407.71,7.19,100814
119.97,Other,325.75,11.74,100815
116.39,Ed_Sheeran-Perfect,320.51,9.47,100816
117.32,Camila_Cabello-Havana,290.98,15.19,100817
121.69,Rage_Against_The_Machine-Testify,466.35,8.16,100818
120.55,Drake-Gods_Plan,304,12.48,100819
120.57,Mozart-Die_Zauberflote,271.84,10.61,100820
123.35,Rage_Against_The_Machine-Testify,257.9,18.62,100821
121.97,Camila_Cabello-Havana,437.73,11.34,100822
123.48,Drake-Gods_Plan,357.36,11.03,100823
118.1,ACDC-ThunderStruck,441.84,8.92,100824
118.29,Mozart-Die_Zauberflote,479.36,12.89,100825
123.31,Ed_Sheeran-Perfect,405.15,7.26,100826
116.9,Other,503.46,4.73,100827
120.39,Other,334.19,11.58,100828
119.57,Drake-Gods_Plan,406.81,9.68,100829
125.06,Drake-Gods_Plan,379.31,10.43,100830
119.63,ACDC-ThunderStruck,532.05,4,100831
122.61,Drake-Gods_Plan,501.02,7.36,100832
117.13,Rage_Against_The_Machine-Testify,405.53,14.63,100833
115,Camila_Cabello-Havana,450.12,11.2,100834
120.6,Rage_Against_The_Machine-Testify,458.22,8.43,100835
122.14,Ed_Sheeran-Perfect,331.54,9.23,100836
116.33,Rage_Against_The_Machine-Testify,410.66,14.83,100837
119.08,Ed_Sheeran-Perfect,376.34,7.97,100838
115.76,Camila_Cabello-Havana,264.01,13.35,100839
122.88,Drake-Gods_Plan,259.08,13.58,100840
119.15,Ed_Sheeran-Perfect,354.72,8.44,100841
119.89,Ed_Sheeran-Perfect,521.13,4.26,100842
115.6,Drake-Gods_Plan,347.27,8.75,100843
123.14,Camila_Cabello-Havana,107.13,14.89,100844
117.98,Rage_Against_The_Machine-Testify,652.11,0.99,100845
119.52,Other,490.71,7.49,100846
124.57,ACDC-ThunderStruck,333.02,14.15,100847
122.27,Ed_Sheeran-Perfect,436.31,6.36,100848
119.23,Other,378.67,7.95,100849
118.69,Drake-Gods_Plan,442.46,8.89,100850
114.22,Mozart-Die_Zauberflote,410.06,14.67,100851
117.69,Camila_Cabello-Havana,459.98,10.88,100852
126.14,Other,477.9,5.63,100853
120.81,Ed_Sheeran-Perfect,517,4.4,100854
115.16,Other,286.53,13.02,100855
124.57,ACDC-ThunderStruck,313.8,9.44,100856
121.87,Drake-Gods_Plan,290.03,15.17,100857
120.08,Rage_Against_The_Machine-Testify,304.52,17.44,100858
122.13,Ed_Sheeran-Perfect,465.8,8.18,100859
114.52,Camila_Cabello-Havana,397.8,12.5,100860
121.54,Rage_Against_The_Machine-Testify,390.42,15.24,100861
119.89,Mozart-Die_Zauberflote,517.32,9.42,100862
116.1,ACDC-ThunderStruck,324.39,9.31,100863
116.44,Drake-Gods_Plan,310.11,12.24,100864
125.65,Other,536.12,6.44,100865
116.12,Drake-Gods_Plan,308.48,12.22,100866
117.66,Camila_Cabello-Havana,223.61,16.96,100867
121.39,Ed_Sheeran-Perfect,291.67,17.76,100868
118.62,ACDC-ThunderStruck,418.28,6.88,100869
117.79,Rage_Against_The_Machine-Testify,394.74,15.16,100870
121.79,Mozart-Die_Zauberflote,223.63,16.99,100871
118.21,Drake-Gods_Plan,434.5,9.05,100872
120.68,Rage_Against_The_Machine-Testify,243.33,13.91,100873
114.6,Other,442.09,6.3,100874
121.01,Rage_Against_The_Machine-Testify,629.45,9.19,100875
121.94,Drake-Gods_Plan,283.97,17.71,100876
121.57,ACDC-ThunderStruck,403.16,12.41,100877
120.86,Drake-Gods_Plan,330.58,11.68,100878
124.94,Mozart-Die_Zauberflote,238.67,16.71,100879
116.07,Drake-Gods_Plan,345.49,11.39,100880
118.03,Drake-Gods_Plan,321.95,9.37,100881
118.08,Other,384.69,10.32,100882
120.19,Ed_Sheeran-Perfect,422.89,6.78,100883
117.31,Drake-Gods_Plan,339.67,11.46,100884
124.03,Ed_Sheeran-Perfect,542.26,8.87,100885
121.64,Ed_Sheeran-Perfect,343.1,8.88,100886
115.77,ACDC-ThunderStruck,335.35,9.13,100887
120.85,Rage_Against_The_Machine-Testify,344.56,16.47,100888
124.03,Mozart-Die_Zauberflote,363.46,10.78,100889
118.09,Drake-Gods_Plan,343.33,11.36,100890
117.61,Other,280.37,13.1,100891
119,Ed_Sheeran-Perfect,428.04,9.21,100892
116,Mozart-Die_Zauberflote,392.31,7.8,100893
120.4,Ed_Sheeran-Perfect,374.53,7.99,100894
122.62,Ed_Sheeran-Perfect,367.13,8.3,100895
119.22,Drake-Gods_Plan,255.91,13.54,100896
119.56,Mozart-Die_Zauberflote,233.97,11.48,100897
121.43,Camila_Cabello-Havana,466.28,10.69,100898
116.13,Camila_Cabello-Havana,338.47,14.04,100899
118.83,Other,194.1,15.14,100900
119.39,Drake-Gods_Plan,388.19,10.27,100901
126.57,Mozart-Die_Zauberflote,354.85,16.24,100902
124.52,Ed_Sheeran-Perfect,409.56,7.06,100903
117.72,ACDC-ThunderStruck,553.7,3.51,100904
122.42,Other,222.48,11.91,100905
119.94,Drake-Gods_Plan,522.26,6.75,100906
122.67,Ed_Sheeran-Perfect,401.61,7.35,100907
116.55,Ed_Sheeran-Perfect,505.07,4.61,100908
116.13,Rage_Against_The_Machine-Testify,344.83,16.48,100909
125.08,Ed_Sheeran-Perfect,498.68,4.92,100910
119.1,Rage_Against_The_Machine-Testify,500.21,12.5,100911
116.59,ACDC-ThunderStruck,175.07,13.03,100912
116.39,Camila_Cabello-Havana,429.13,11.69,100913
119.21,Drake-Gods_Plan,476.61,8.04,100914
119.86,Drake-Gods_Plan,452.69,8.47,100915
117.6,Ed_Sheeran-Perfect,412.34,7.14,100916
117.38,Rage_Against_The_Machine-Testify,528.25,11.91,100917
120.06,Camila_Cabello-Havana,293.84,15.19,100918
120.95,Ed_Sheeran-Perfect,361.53,8.36,100919
116.22,Camila_Cabello-Havana,343.46,16.61,100920
115.17,Mozart-Die_Zauberflote,598.38,4.8,100921
122.67,Other,531.34,9.15,100922
121.04,Rage_Against_The_Machine-Testify,402.35,14.96,100923
117.18,Ed_Sheeran-Perfect,404.14,12.38,100924
118.32,ACDC-ThunderStruck,310.04,9.66,100925
120.39,ACDC-ThunderStruck,468.2,5.61,100926
119.51,Ed_Sheeran-Perfect,479,5.34,100927
120.06,Camila_Cabello-Havana,575.15,7.99,100928
119.48,Ed_Sheeran-Perfect,329.46,9.12,100929
123.96,Drake-Gods_Plan,288.64,12.66,100930
122.45,Other,443.73,13.88,100931
121.81,Drake-Gods_Plan,405.82,9.64,100932
115.26,Rage_Against_The_Machine-Testify,571.37,10.66,100933
118.56,Rage_Against_The_Machine-Testify,458.64,8.52,100934
120.59,Ed_Sheeran-Perfect,421.3,6.85,100935
123.63,Camila_Cabello-Havana,460.76,10.92,100936
121.17,Mozart-Die_Zauberflote,587.3,7.61,100937
122.32,Ed_Sheeran-Perfect,324.52,9.15,100938
118.25,Other,429.16,9.18,100939
116.54,Ed_Sheeran-Perfect,466.88,5.76,100940
119.15,Ed_Sheeran-Perfect,470.11,13.2,100941
118.9,Rage_Against_The_Machine-Testify,473.14,13.18,100942
120.97,Ed_Sheeran-Perfect,271.08,10.7,100943
119.13,Other,354.72,8.33,100944
115.58,Camila_Cabello-Havana,334.88,13.96,100945
118.64,Drake-Gods_Plan,222.66,17.07,100946
118.52,Mozart-Die_Zauberflote,439.07,8.93,100947
117.55,Drake-Gods_Plan,419.8,6.91,100948
118.67,Ed_Sheeran-Perfect,387.62,7.68,100949
124.05,Camila_Cabello-Havana,400.61,12.39,100950
128.56,Camila_Cabello-Havana,354.92,13.58,100951
114.6,Camila_Cabello-Havana,446.03,11.32,100952
120.82,ACDC-ThunderStruck,235.48,11.49,100953
115.62,ACDC-ThunderStruck,494.54,12.52,100954
116.19,Camila_Cabello-Havana,449.97,11.29,100955
121.25,Other,275.79,15.71,100956
119.84,Rage_Against_The_Machine-Testify,471.36,13.16,100957
114.9,Rage_Against_The_Machine-Testify,239.76,19.14,100958
